Student_ID,Gender,Age,Study_Hours_per_Week,Attendance_Percentage,Previous_Grade,Internet_Access,Assignments_Completed,Mock_Test_Score,Final_Exam_Score,Performance,Cluster
STU3425,Male,20,33,94,42,Yes,1,52,75,Excellent,0
STU3426,Male,23,8,72,67,Yes,10,60,35,Poor,1
STU3427,Male,20,14,85,72,Yes,2,59,99,Excellent,0
STU3428,Male,22,29,89,81,Yes,15,71,84,Excellent,2
STU3429,Male,19,35,52,42,Yes,15,31,93,Excellent,1
STU3430,Female,18,7,83,44,Yes,8,40,97,Excellent,0
STU3431,Female,20,6,68,96,Yes,12,54,59,Average,3
STU3432,Female,19,29,77,58,Yes,9,58,44,Poor,0
STU3433,Male,22,10,72,81,Yes,16,51,35,Poor,2
STU3434,Female,24,30,89,97,Yes,16,48,48,Poor,2
STU3435,Female,24,12,98,96,No,9,70,55,Average,2
STU3436,Female,19,39,94,87,Yes,7,67,92,Excellent,2
STU3437,Male,20,31,56,40,No,6,58,72,Average,1
STU3438,Male,17,29,90,77,Yes,13,51,35,Poor,3
STU3439,Male,18,22,61,48,No,17,37,39,Poor,3
STU3440,Male,18,5,63,99,Yes,18,76,78,Excellent,3
STU3441,Female,24,7,95,44,Yes,17,35,99,Excellent,0
STU3442,Female,24,8,64,98,Yes,13,36,91,Excellent,2
STU3443,Female,17,19,52,85,Yes,9,65,79,Excellent,3
STU3444,Female,23,12,64,81,No,0,37,94,Excellent,1
STU3445,Male,20,23,73,73,Yes,8,75,81,Excellent,3
STU3446,Male,24,30,95,76,No,17,93,60,Average,2
STU3447,Male,24,14,57,72,Yes,12,60,43,Poor,1
STU3448,Female,24,18,54,64,Yes,16,52,85,Excellent,1
STU3449,Male,18,23,53,81,Yes,15,90,42,Poor,3
STU3450,Male,20,34,63,68,No,10,79,39,Poor,3
STU3451,Female,22,9,65,97,Yes,8,75,73,Average,2
STU3452,Female,20,35,69,64,Yes,6,72,74,Average,1
STU3453,Male,19,11,73,93,Yes,0,39,70,Average,3
STU3454,Male,17,23,55,98,Yes,8,49,55,Average,3
STU3455,Male,23,35,80,48,No,9,45,60,Average,1
STU3456,Male,24,28,55,42,Yes,15,32,90,Excellent,1
STU3457,Male,24,38,84,54,Yes,17,59,91,Excellent,1
STU3458,Male,20,27,64,43,Yes,13,47,93,Excellent,1
STU3459,Female,23,10,78,84,Yes,10,88,41,Poor,2
STU3460,Female,24,31,52,77,Yes,3,99,76,Excellent,1
STU3461,Female,23,15,60,59,Yes,18,64,47,Poor,1
STU3462,Male,22,9,52,88,Yes,12,48,68,Average,3
STU3463,Female,21,21,77,62,Yes,0,55,87,Excellent,0
STU3464,Male,17,11,59,76,Yes,18,64,80,Excellent,3
STU3465,Male,23,31,99,86,Yes,14,86,91,Excellent,2
STU3466,Female,18,19,82,47,No,19,78,95,Excellent,0
STU3467,Male,19,17,97,96,No,14,39,90,Excellent,2
STU3468,Male,18,15,65,76,Yes,10,58,63,Average,3
STU3469,Female,24,30,59,95,Yes,4,97,48,Poor,2
STU3470,Female,22,26,82,84,Yes,9,53,47,Poor,2
STU3471,Female,22,32,85,72,Yes,17,72,51,Average,2
STU3472,Male,18,28,52,72,Yes,6,68,63,Average,3
STU3473,Female,17,33,54,46,Yes,0,54,36,Poor,3
STU3474,Female,18,13,61,61,Yes,2,97,96,Excellent,3
STU3475,Male,20,8,93,44,Yes,0,63,54,Average,0
STU3476,Female,24,22,62,85,No,16,82,90,Excellent,2
STU3477,Female,24,20,73,54,Yes,14,84,86,Excellent,1
STU3478,Female,18,37,93,60,Yes,4,82,59,Average,0
STU3479,Male,19,33,81,64,Yes,15,47,96,Excellent,0
STU3480,Male,19,14,65,56,Yes,11,36,51,Average,3
STU3481,Male,24,13,81,95,Yes,18,92,73,Average,2
STU3482,Male,21,35,94,89,Yes,13,71,44,Poor,2
STU3483,Female,19,32,86,46,Yes,2,40,93,Excellent,0
STU3484,Male,18,7,85,93,Yes,18,38,59,Average,3
STU3485,Male,19,18,70,97,Yes,0,64,62,Average,3
STU3486,Female,24,29,96,89,Yes,0,94,95,Excellent,2
STU3487,Female,17,19,61,99,No,9,34,92,Excellent,3
STU3488,Female,23,6,70,58,Yes,2,55,78,Excellent,1
STU3489,Male,19,28,70,91,Yes,12,80,57,Average,3
STU3490,Male,20,18,92,46,Yes,5,67,51,Average,0
STU3491,Male,17,11,55,79,Yes,10,32,72,Average,3
STU3492,Female,21,28,58,84,No,5,88,64,Average,3
STU3493,Female,20,31,50,98,Yes,2,42,53,Average,3
STU3494,Male,18,34,61,89,Yes,15,64,66,Average,3
STU3495,Female,23,31,63,63,Yes,8,32,54,Average,1
STU3496,Female,18,19,55,50,Yes,7,82,98,Excellent,1
STU3497,Female,23,30,50,80,No,2,84,70,Average,1
STU3498,Male,23,5,71,94,Yes,4,74,99,Excellent,2
STU3499,Female,18,8,83,40,Yes,13,95,77,Excellent,0
STU3500,Female,20,33,60,93,No,4,96,60,Average,3
STU3501,Male,20,5,52,71,Yes,18,73,41,Poor,3
STU3502,Male,23,26,91,79,Yes,4,97,68,Average,2
STU3503,Female,20,15,55,92,Yes,19,91,70,Average,3
STU3504,Female,23,14,55,83,Yes,19,54,40,Poor,1
STU3505,Male,24,21,69,41,Yes,1,81,71,Average,1
STU3506,Male,23,30,70,54,Yes,6,79,96,Excellent,1
STU3507,Female,24,25,51,60,Yes,0,30,94,Excellent,1
STU3508,Female,17,17,75,63,No,17,68,98,Excellent,0
STU3509,Female,22,13,80,89,Yes,9,81,84,Excellent,2
STU3510,Female,17,15,75,56,Yes,5,69,86,Excellent,0
STU3511,Male,18,15,81,86,Yes,6,89,51,Average,3
STU3512,Female,22,10,59,91,No,11,98,94,Excellent,2
STU3513,Female,19,5,72,91,Yes,17,49,88,Excellent,3
STU3514,Male,18,10,55,48,No,10,31,44,Poor,3
STU3515,Female,21,17,72,74,Yes,18,38,59,Average,3
STU3516,Male,17,26,77,59,No,3,68,52,Average,3
STU3517,Female,20,35,98,58,Yes,18,59,98,Excellent,0
STU3518,Female,17,26,79,57,Yes,12,83,93,Excellent,0
STU3519,Male,20,31,63,59,Yes,18,87,61,Average,1
STU3520,Male,22,18,86,69,Yes,1,73,92,Excellent,2
STU3521,Female,21,9,81,79,Yes,8,72,95,Excellent,2
STU3522,Female,22,36,98,40,Yes,7,39,77,Excellent,0
STU3523,Female,21,38,83,63,Yes,13,77,45,Poor,0
STU3524,Male,17,11,90,63,No,8,46,39,Poor,0
STU3525,Female,20,14,93,86,Yes,12,34,92,Excellent,0
STU3526,Male,22,21,71,58,Yes,17,99,73,Average,1
STU3527,Male,21,34,80,69,Yes,5,93,82,Excellent,2
STU3528,Female,23,25,56,65,Yes,2,95,54,Average,1
STU3529,Male,18,17,90,81,No,9,33,53,Average,3
STU3530,Female,18,5,70,83,Yes,9,57,94,Excellent,3
STU3531,Female,22,5,65,99,Yes,9,67,60,Average,2
STU3532,Female,20,37,69,77,Yes,8,95,59,Average,2
STU3533,Female,23,29,92,68,No,11,96,49,Poor,2
STU3534,Female,22,30,93,52,No,7,89,55,Average,0
STU3535,Male,17,17,96,43,Yes,8,76,81,Excellent,0
STU3536,Male,21,32,99,84,Yes,16,54,69,Average,2
STU3537,Female,24,37,68,56,Yes,7,95,78,Excellent,1
STU3538,Female,17,34,97,72,Yes,17,96,40,Poor,0
STU3539,Male,18,12,81,44,Yes,19,98,57,Average,0
STU3540,Male,21,5,64,67,Yes,16,69,73,Average,1
STU3541,Male,22,16,54,63,Yes,5,79,52,Average,1
STU3542,Male,17,9,60,56,Yes,9,69,74,Average,3
STU3543,Female,19,28,64,89,Yes,0,66,70,Average,3
STU3544,Female,24,10,78,78,Yes,0,98,62,Average,2
STU3545,Male,20,29,99,87,Yes,8,46,98,Excellent,2
STU3546,Female,23,5,94,79,Yes,19,91,92,Excellent,2
STU3547,Male,23,29,53,83,Yes,2,70,72,Average,1
STU3548,Female,20,5,98,85,Yes,5,71,78,Excellent,2
STU3549,Male,19,36,85,90,No,6,60,36,Poor,2
STU3550,Female,18,7,97,50,Yes,8,62,69,Average,0
STU3551,Male,21,23,72,51,Yes,4,72,35,Poor,1
STU3552,Male,20,33,64,52,No,15,96,80,Excellent,1
STU3553,Female,19,6,95,47,Yes,1,67,94,Excellent,0
STU3554,Male,22,13,93,40,No,2,70,97,Excellent,0
STU3555,Female,24,21,52,48,Yes,2,92,79,Excellent,1
STU3556,Female,23,21,81,67,Yes,19,69,91,Excellent,2
STU3557,Male,24,16,59,41,Yes,9,59,71,Average,1
STU3558,Female,19,24,89,53,Yes,2,76,41,Poor,0
STU3559,Female,24,7,87,52,Yes,14,51,50,Average,1
STU3560,Female,18,8,71,87,Yes,13,84,84,Excellent,3
STU3561,Female,18,21,63,41,No,3,72,48,Poor,1
STU3562,Female,17,19,66,43,Yes,9,90,40,Poor,3
STU3563,Male,20,37,70,51,Yes,10,61,95,Excellent,1
STU3564,Female,17,20,97,87,Yes,10,33,55,Average,3
STU3565,Female,24,15,64,49,Yes,7,74,44,Poor,1
STU3566,Female,23,24,64,42,Yes,8,49,66,Average,1
STU3567,Female,19,28,50,43,Yes,7,94,40,Poor,1
STU3568,Female,21,20,73,45,Yes,11,89,36,Poor,1
STU3569,Male,24,34,61,62,Yes,16,55,73,Average,1
STU3570,Female,21,38,59,44,Yes,14,52,83,Excellent,1
STU3571,Male,18,5,95,89,Yes,18,69,61,Average,0
STU3572,Male,21,28,91,42,Yes,19,31,90,Excellent,0
STU3573,Male,21,28,91,49,Yes,5,55,48,Poor,0
STU3574,Male,23,13,80,82,Yes,4,91,57,Average,2
STU3575,Female,21,26,60,58,Yes,7,73,85,Excellent,1
STU3576,Male,24,16,65,53,Yes,17,60,59,Average,1
STU3577,Male,19,21,58,60,Yes,14,55,87,Excellent,3
STU3578,Female,21,29,96,99,Yes,2,34,45,Poor,2
STU3579,Female,22,32,63,82,Yes,13,99,69,Average,2
STU3580,Female,21,19,68,67,Yes,14,64,89,Excellent,1
STU3581,Male,21,34,80,60,Yes,12,45,92,Excellent,0
STU3582,Female,17,31,58,75,No,19,60,71,Average,3
STU3583,Female,19,26,85,63,Yes,8,43,43,Poor,0
STU3584,Male,24,14,88,93,Yes,16,54,62,Average,2
STU3585,Female,18,35,75,77,Yes,18,47,89,Excellent,3
STU3586,Female,17,31,57,56,No,3,79,80,Excellent,3
STU3587,Female,24,16,73,61,Yes,19,49,61,Average,1
STU3588,Female,20,35,57,58,Yes,9,85,44,Poor,1
STU3589,Male,19,36,68,84,Yes,2,31,57,Average,3
STU3590,Female,22,36,96,93,Yes,18,55,55,Average,2
STU3591,Female,19,39,97,49,Yes,8,52,79,Excellent,0
STU3592,Male,20,25,79,50,Yes,4,61,37,Poor,0
STU3593,Female,20,14,71,77,Yes,13,42,93,Excellent,3
STU3594,Male,20,20,58,41,No,6,42,77,Excellent,1
STU3595,Female,23,11,93,72,Yes,5,46,41,Poor,2
STU3596,Male,18,8,97,82,Yes,7,87,61,Average,0
STU3597,Male,21,31,53,70,Yes,1,56,96,Excellent,1
STU3598,Male,19,29,86,87,Yes,13,46,76,Excellent,2
STU3599,Male,24,35,57,74,No,6,67,38,Poor,1
STU3600,Female,23,15,50,76,Yes,2,43,96,Excellent,1
STU3601,Male,24,24,77,86,Yes,19,43,42,Poor,2
STU3602,Female,21,21,55,86,No,5,41,51,Average,3
STU3603,Male,21,15,96,75,Yes,13,98,39,Poor,2
STU3604,Male,22,34,85,62,Yes,11,97,97,Excellent,0
STU3605,Male,20,39,60,75,Yes,17,84,43,Poor,3
STU3606,Female,18,26,54,79,No,11,92,42,Poor,3
STU3607,Male,22,31,99,78,No,6,58,41,Poor,2
STU3608,Female,17,39,73,65,Yes,4,74,71,Average,3
STU3609,Female,23,8,96,64,Yes,11,33,89,Excellent,0
STU3610,Female,23,20,67,56,No,8,45,42,Poor,1
STU3611,Female,18,20,69,54,Yes,10,95,39,Poor,3
STU3612,Female,21,25,77,76,No,3,52,51,Average,2
STU3613,Female,24,30,62,84,Yes,13,97,92,Excellent,2
STU3614,Female,23,23,54,43,Yes,11,49,97,Excellent,1
STU3615,Female,18,21,79,61,Yes,17,46,61,Average,0
STU3616,Female,23,30,50,56,Yes,6,81,62,Average,1
STU3617,Male,23,26,71,61,Yes,0,35,92,Excellent,1
STU3618,Male,20,32,67,56,No,12,68,84,Excellent,1
STU3619,Male,17,5,95,53,Yes,15,63,65,Average,0
STU3620,Male,20,6,54,53,No,4,83,46,Poor,1
STU3621,Male,17,21,80,56,Yes,18,94,89,Excellent,0
STU3622,Female,23,25,55,47,Yes,8,58,38,Poor,1
STU3623,Female,22,13,76,73,No,8,70,76,Excellent,2
STU3624,Female,24,17,74,65,Yes,11,92,88,Excellent,1
STU3625,Female,21,15,78,84,Yes,17,61,56,Average,2
STU3626,Female,23,20,77,69,Yes,9,95,35,Poor,2
STU3627,Female,17,20,65,61,Yes,16,74,82,Excellent,3
STU3628,Female,17,6,61,55,Yes,18,46,77,Excellent,3
STU3629,Male,17,12,69,69,No,10,72,54,Average,3
STU3630,Male,23,17,67,55,No,15,95,52,Average,1
STU3631,Male,18,21,83,77,Yes,7,97,83,Excellent,0
STU3632,Male,22,28,72,93,Yes,14,63,51,Average,2
STU3633,Female,18,7,94,63,Yes,10,30,87,Excellent,0
STU3634,Female,21,34,76,75,Yes,6,52,56,Average,2
STU3635,Female,23,17,98,74,Yes,1,35,44,Poor,2
STU3636,Male,17,23,66,45,No,18,45,58,Average,3
STU3637,Female,22,11,97,43,Yes,8,31,46,Poor,0
STU3638,Female,22,13,70,57,Yes,17,56,38,Poor,1
STU3639,Female,19,23,99,45,No,12,48,76,Excellent,0
STU3640,Male,21,26,89,65,Yes,0,57,39,Poor,0
STU3641,Female,24,22,80,76,No,18,64,60,Average,2
STU3642,Male,24,27,52,66,Yes,12,97,93,Excellent,1
STU3643,Male,22,6,66,80,Yes,13,78,96,Excellent,2
STU3644,Male,23,15,99,50,No,16,36,39,Poor,0
STU3645,Male,17,35,75,77,Yes,19,66,60,Average,3
STU3646,Female,17,37,72,55,No,0,54,40,Poor,3
STU3647,Male,22,18,55,58,No,4,70,58,Average,1
STU3648,Male,18,20,77,82,Yes,19,91,87,Excellent,3
STU3649,Female,21,15,57,92,Yes,13,70,41,Poor,3
STU3650,Female,17,37,94,54,Yes,17,43,44,Poor,0
STU3651,Male,22,11,57,65,No,12,83,73,Average,1
STU3652,Female,17,35,68,95,Yes,11,31,62,Average,3
STU3653,Male,24,18,87,80,Yes,14,77,76,Excellent,2
STU3654,Male,22,32,78,95,Yes,3,80,96,Excellent,2
STU3655,Male,21,20,72,70,Yes,8,84,86,Excellent,2
STU3656,Male,22,23,96,58,No,2,41,56,Average,0
STU3657,Female,19,21,81,96,No,10,98,91,Excellent,2
STU3658,Male,22,30,59,90,No,14,30,45,Poor,3
STU3659,Female,22,10,76,63,Yes,15,88,48,Poor,1
STU3660,Female,23,13,98,97,Yes,6,63,65,Average,2
STU3661,Female,24,21,50,48,Yes,6,75,38,Poor,1
STU3662,Female,21,35,88,62,Yes,8,88,56,Average,0
STU3663,Male,23,16,78,43,Yes,16,95,98,Excellent,1
STU3664,Female,22,27,94,49,No,12,48,95,Excellent,0
STU3665,Male,21,9,52,48,No,8,57,40,Poor,1
STU3666,Female,19,7,96,58,No,8,69,40,Poor,0
STU3667,Female,21,28,86,54,No,19,86,70,Average,0
STU3668,Male,17,21,80,90,No,11,80,49,Poor,3
STU3669,Male,23,30,60,73,Yes,18,51,74,Average,1
STU3670,Male,21,8,71,81,No,14,97,75,Excellent,2
STU3671,Female,24,16,67,58,Yes,17,37,41,Poor,1
STU3672,Female,19,5,84,88,Yes,7,89,56,Average,2
STU3673,Male,20,25,55,91,Yes,5,94,45,Poor,3
STU3674,Male,22,23,52,95,Yes,5,65,36,Poor,3
STU3675,Male,21,25,54,60,Yes,2,58,64,Average,1
STU3676,Male,22,22,58,73,Yes,2,94,87,Excellent,1
STU3677,Female,18,7,77,90,Yes,1,85,55,Average,3
STU3678,Male,17,36,68,56,No,4,33,59,Average,3
STU3679,Male,23,14,77,57,No,19,79,39,Poor,1
STU3680,Male,17,19,76,56,Yes,11,68,83,Excellent,0
STU3681,Male,18,9,62,41,Yes,5,64,42,Poor,1
STU3682,Female,18,8,87,90,Yes,15,54,61,Average,3
STU3683,Male,23,32,92,40,Yes,4,73,36,Poor,0
STU3684,Female,21,8,70,82,Yes,5,76,62,Average,2
STU3685,Male,18,19,76,96,No,3,69,45,Poor,3
STU3686,Male,20,21,95,49,Yes,13,60,80,Excellent,0
STU3687,Female,22,7,55,76,Yes,2,98,55,Average,1
STU3688,Male,22,14,87,87,Yes,16,72,76,Excellent,2
STU3689,Female,19,27,98,95,Yes,4,84,66,Average,2
STU3690,Female,24,22,60,44,Yes,5,45,66,Average,1
STU3691,Male,18,5,96,95,Yes,19,97,56,Average,2
STU3692,Female,18,39,90,94,No,3,98,55,Average,2
STU3693,Female,20,35,66,51,Yes,12,71,56,Average,1
STU3694,Female,17,5,88,75,Yes,7,70,68,Average,0
STU3695,Female,17,7,56,70,Yes,10,79,44,Poor,3
STU3696,Female,22,7,79,94,Yes,18,35,99,Excellent,2
STU3697,Female,22,23,70,77,Yes,4,82,99,Excellent,2
STU3698,Female,21,33,50,90,Yes,4,46,77,Excellent,3
STU3699,Female,23,29,74,48,Yes,2,86,75,Excellent,1
STU3700,Male,24,37,81,83,Yes,1,96,47,Poor,2
STU3701,Male,20,33,57,65,Yes,2,45,38,Poor,3
STU3702,Female,23,30,54,54,Yes,14,81,57,Average,1
STU3703,Male,23,8,79,55,Yes,6,63,68,Average,1
STU3704,Female,19,18,57,52,Yes,2,49,75,Excellent,1
STU3705,Female,23,31,98,64,Yes,14,85,52,Average,2
STU3706,Male,19,37,68,69,Yes,10,80,67,Average,3
STU3707,Female,23,26,93,92,Yes,15,82,59,Average,2
STU3708,Female,20,7,79,95,Yes,12,78,86,Excellent,2
STU3709,Female,19,27,64,46,Yes,1,33,51,Average,1
STU3710,Female,17,25,85,96,Yes,19,47,85,Excellent,3
STU3711,Male,19,27,93,94,Yes,11,65,37,Poor,2
STU3712,Female,19,8,76,91,No,6,64,89,Excellent,3
STU3713,Female,20,25,62,43,Yes,0,59,90,Excellent,1
STU3714,Female,20,35,63,82,No,13,92,69,Average,3
STU3715,Male,19,25,86,79,No,9,50,93,Excellent,0
STU3716,Female,24,30,97,77,No,2,81,93,Excellent,2
STU3717,Male,18,39,79,96,Yes,10,98,47,Poor,3
STU3718,Male,24,28,88,69,Yes,19,70,96,Excellent,2
STU3719,Female,20,15,96,49,Yes,14,83,81,Excellent,0
STU3720,Female,24,33,62,69,Yes,5,59,37,Poor,1
STU3721,Male,24,7,65,78,Yes,17,85,55,Average,2
STU3722,Female,21,5,93,46,No,12,70,99,Excellent,0
STU3723,Male,21,23,56,75,Yes,14,43,52,Average,3
STU3724,Male,17,26,97,74,Yes,2,50,47,Poor,0
STU3725,Female,23,18,76,63,Yes,14,54,79,Excellent,1
STU3726,Female,19,18,94,78,Yes,0,79,96,Excellent,0
STU3727,Male,18,20,84,75,Yes,9,82,64,Average,0
STU3728,Male,17,37,64,84,Yes,17,77,48,Poor,3
STU3729,Male,19,17,77,59,Yes,7,99,87,Excellent,0
STU3730,Male,24,16,84,88,Yes,11,77,44,Poor,2
STU3731,Female,20,37,56,71,No,4,33,65,Average,3
STU3732,Female,21,37,99,98,No,0,53,40,Poor,2
STU3733,Female,22,33,95,78,Yes,7,60,53,Average,2
STU3734,Female,18,9,99,88,No,4,58,46,Poor,0
STU3735,Female,24,10,95,65,Yes,16,34,98,Excellent,0
STU3736,Male,22,35,69,65,Yes,14,96,89,Excellent,1
STU3737,Female,21,20,81,75,Yes,3,82,43,Poor,2
STU3738,Female,24,35,87,82,Yes,12,93,40,Poor,2
STU3739,Female,23,29,89,74,Yes,16,64,35,Poor,2
STU3740,Female,23,37,81,82,Yes,12,41,76,Excellent,2
STU3741,Female,22,17,75,74,Yes,1,76,89,Excellent,2
STU3742,Male,20,14,88,51,Yes,3,84,83,Excellent,0
STU3743,Male,24,28,69,72,Yes,1,98,64,Average,2
STU3744,Male,19,14,67,75,Yes,11,67,69,Average,3
STU3745,Female,24,35,99,53,Yes,18,58,97,Excellent,0
STU3746,Male,20,17,64,72,No,17,41,56,Average,3
STU3747,Male,24,7,71,85,Yes,9,48,77,Excellent,2
STU3748,Female,22,38,71,84,Yes,4,38,62,Average,2
STU3749,Female,20,32,70,84,Yes,10,58,52,Average,3
STU3750,Female,21,23,51,63,Yes,0,32,66,Average,1
STU3751,Male,18,27,89,54,Yes,2,59,88,Excellent,0
STU3752,Male,20,36,92,70,Yes,16,87,68,Average,0
STU3753,Female,24,17,67,56,Yes,14,82,65,Average,1
STU3754,Female,21,37,72,51,Yes,13,33,38,Poor,1
STU3755,Male,18,38,62,61,Yes,14,86,48,Poor,3
STU3756,Male,23,37,90,62,Yes,15,83,49,Poor,2
STU3757,Female,19,9,58,65,No,3,57,94,Excellent,3
STU3758,Female,22,7,98,53,Yes,18,45,54,Average,0
STU3759,Male,24,11,56,51,Yes,7,42,54,Average,1
STU3760,Female,24,28,90,89,Yes,5,85,83,Excellent,2
STU3761,Male,23,26,50,43,No,15,82,52,Average,1
STU3762,Male,19,27,51,98,Yes,2,77,58,Average,3
STU3763,Male,23,34,53,85,Yes,7,54,61,Average,1
STU3764,Male,17,22,63,90,Yes,4,95,67,Average,3
STU3765,Female,23,36,81,52,Yes,4,59,98,Excellent,1
STU3766,Female,21,11,85,96,No,11,32,59,Average,2
STU3767,Male,18,37,51,94,Yes,0,52,52,Average,3
STU3768,Male,24,9,89,57,Yes,6,58,79,Excellent,0
STU3769,Male,23,32,99,82,No,10,70,54,Average,2
STU3770,Male,24,12,63,67,No,9,40,69,Average,1
STU3771,Male,20,19,69,77,Yes,2,50,40,Poor,3
STU3772,Female,19,8,74,80,Yes,7,53,43,Poor,3
STU3773,Female,23,38,91,83,Yes,0,94,86,Excellent,2
STU3774,Female,18,9,98,58,Yes,7,30,62,Average,0
STU3775,Female,21,37,57,85,No,19,83,53,Average,3
STU3776,Male,17,9,77,86,Yes,10,63,97,Excellent,3
STU3777,Male,24,38,95,82,Yes,6,97,41,Poor,2
STU3778,Male,19,30,70,77,Yes,15,58,71,Average,3
STU3779,Male,22,5,72,85,Yes,6,32,70,Average,2
STU3780,Male,18,8,81,42,Yes,12,40,51,Average,0
STU3781,Female,22,30,57,58,Yes,9,37,71,Average,1
STU3782,Male,18,37,80,59,Yes,16,91,94,Excellent,0
STU3783,Female,18,37,86,64,Yes,2,62,83,Excellent,0
STU3784,Female,21,12,65,50,No,6,37,90,Excellent,1
STU3785,Female,21,24,89,95,Yes,10,54,68,Average,2
STU3786,Female,21,20,91,56,Yes,12,55,64,Average,0
STU3787,Male,23,25,76,99,Yes,4,55,61,Average,2
STU3788,Female,20,30,89,98,Yes,18,46,85,Excellent,2
STU3789,Female,18,27,90,88,Yes,14,58,43,Poor,3
STU3790,Female,19,22,67,94,Yes,0,72,54,Average,3
STU3791,Male,22,35,84,74,Yes,4,34,81,Excellent,2
STU3792,Male,21,16,98,53,Yes,12,79,53,Average,0
STU3793,Male,23,5,64,98,Yes,9,85,46,Poor,2
STU3794,Female,21,13,76,78,Yes,4,92,39,Poor,2
STU3795,Female,22,7,66,96,No,0,86,59,Average,2
STU3796,Male,22,30,89,58,Yes,9,74,65,Average,0
STU3797,Female,24,13,51,42,No,17,66,80,Excellent,1
STU3798,Male,18,20,98,73,No,7,65,68,Average,0
STU3799,Male,21,28,99,97,Yes,19,62,75,Excellent,2
STU3800,Female,22,18,80,88,Yes,2,35,72,Average,2
STU3801,Female,20,7,86,80,Yes,18,74,80,Excellent,2
STU3802,Female,20,38,90,61,Yes,18,36,61,Average,0
STU3803,Female,21,37,90,77,Yes,1,94,77,Excellent,2
STU3804,Male,23,28,83,95,Yes,16,53,79,Excellent,2
STU3805,Male,22,13,83,66,Yes,15,74,52,Average,2
STU3806,Male,24,17,52,60,Yes,9,90,66,Average,1
STU3807,Male,18,6,66,80,Yes,15,48,36,Poor,3
STU3808,Male,18,11,63,70,Yes,4,61,75,Excellent,3
STU3809,Female,23,25,63,66,Yes,19,59,54,Average,1
STU3810,Male,24,23,95,76,Yes,2,94,92,Excellent,2
STU3811,Male,18,29,87,41,Yes,2,61,72,Average,0
STU3812,Male,24,26,84,93,Yes,1,86,35,Poor,2
STU3813,Female,17,15,50,86,Yes,3,49,88,Excellent,3
STU3814,Female,21,37,97,48,Yes,17,59,48,Poor,0
STU3815,Female,18,36,78,58,Yes,1,88,59,Average,0
STU3816,Female,20,25,53,81,Yes,5,91,43,Poor,3
STU3817,Male,22,24,82,75,No,2,96,95,Excellent,2
STU3818,Male,24,12,66,49,No,2,60,86,Excellent,1
STU3819,Female,24,13,77,98,Yes,1,95,42,Poor,2
STU3820,Female,19,29,99,79,Yes,2,83,50,Average,0
STU3821,Male,23,29,75,93,Yes,16,39,42,Poor,2
STU3822,Male,19,37,57,84,Yes,13,67,57,Average,3
STU3823,Female,18,6,83,78,Yes,6,60,68,Average,3
STU3824,Female,19,23,67,46,Yes,5,58,52,Average,1
STU3825,Female,19,24,80,43,Yes,7,54,78,Excellent,0
STU3826,Female,17,33,76,54,Yes,18,61,49,Poor,0
STU3827,Male,24,10,65,51,Yes,18,46,49,Poor,1
STU3828,Male,20,21,59,87,Yes,11,74,57,Average,3
STU3829,Male,23,29,89,45,Yes,4,78,99,Excellent,0
STU3830,Female,20,8,61,99,Yes,4,47,66,Average,3
STU3831,Female,17,34,71,48,Yes,13,81,66,Average,0
STU3832,Male,17,24,65,74,Yes,16,49,67,Average,3
STU3833,Male,19,7,61,47,Yes,15,91,77,Excellent,1
STU3834,Male,21,27,60,46,Yes,3,42,47,Poor,1
STU3835,Male,24,22,69,43,Yes,7,72,43,Poor,1
STU3836,Female,22,30,50,97,Yes,2,50,96,Excellent,3
STU3837,Male,24,12,76,52,Yes,4,35,91,Excellent,1
STU3838,Male,22,21,52,58,Yes,6,82,82,Excellent,1
STU3839,Male,19,35,61,46,Yes,17,81,77,Excellent,1
STU3840,Male,22,37,79,49,Yes,7,98,66,Average,1
STU3841,Male,17,31,58,64,Yes,10,38,94,Excellent,3
STU3842,Male,20,8,86,83,Yes,13,75,35,Poor,2
STU3843,Male,22,26,50,97,Yes,17,59,91,Excellent,2
STU3844,Female,24,30,91,74,Yes,12,72,95,Excellent,2
STU3845,Female,23,36,98,97,Yes,5,88,42,Poor,2
STU3846,Female,19,28,53,64,Yes,12,67,41,Poor,3
STU3847,Female,21,39,64,68,Yes,0,63,71,Average,1
STU3848,Male,19,36,76,95,Yes,10,75,76,Excellent,2
STU3849,Female,18,11,57,51,No,6,61,66,Average,3
STU3850,Female,19,37,72,90,Yes,9,45,51,Average,3
STU3851,Male,17,35,64,86,Yes,1,68,62,Average,3
STU3852,Male,20,16,76,79,Yes,15,30,82,Excellent,3
STU3853,Female,20,15,80,51,Yes,4,86,88,Excellent,0
STU3854,Female,23,28,88,91,Yes,15,49,76,Excellent,2
STU3855,Male,22,12,96,45,Yes,15,71,70,Average,0
STU3856,Female,17,36,57,99,Yes,14,63,65,Average,3
STU3857,Male,18,26,79,49,Yes,8,79,99,Excellent,0
STU3858,Male,17,38,91,41,No,0,40,37,Poor,0
STU3859,Male,19,23,67,95,Yes,8,72,47,Poor,3
STU3860,Male,17,24,53,84,Yes,10,39,65,Average,3
STU3861,Female,17,18,96,64,Yes,4,37,63,Average,0
STU3862,Male,23,37,92,46,Yes,5,48,91,Excellent,0
STU3863,Male,18,14,71,79,Yes,7,94,67,Average,3
STU3864,Female,19,20,52,62,Yes,14,84,87,Excellent,3
